,DATE,STATION,NAME,pm10,o3,no2,rain,temp
633,2015/9/25,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,30.1
634,2015/9/26,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,30.4
635,2015/9/27,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,30
636,2015/9/28,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,28.8
637,2015/9/29,TH000048400,"NAKHON SAWAN, TH",46.40890183,20,14,0,29.4
638,2015/9/30,TH000048400,"NAKHON SAWAN, TH",49,47,8,7.234567901,29.8
639,2015/10/1,TH000048400,"NAKHON SAWAN, TH",31,30,7,15.2,27.7
640,2015/10/2,TH000048400,"NAKHON SAWAN, TH",24,33,4,3,28.6
641,2015/10/3,TH000048400,"NAKHON SAWAN, TH",16,34,4,13.7,27.7
642,2015/10/4,TH000048400,"NAKHON SAWAN, TH",27,18,3,3.3,27.9
643,2015/10/5,TH000048400,"NAKHON SAWAN, TH",25,18,5,2.8,28.2
644,2015/10/6,TH000048400,"NAKHON SAWAN, TH",24,29,6,0,28.6
645,2015/10/7,TH000048400,"NAKHON SAWAN, TH",28,26,5,7.234567901,27.9
646,2015/10/8,TH000048400,"NAKHON SAWAN, TH",25,21,5,7.234567901,28.8
647,2015/10/9,TH000048400,"NAKHON SAWAN, TH",20,17,5,17.3,26.9
648,2015/10/10,TH000048400,"NAKHON SAWAN, TH",19,21,2,2.8,28.9
649,2015/10/11,TH000048400,"NAKHON SAWAN, TH",16,22,2,51.8,26
650,2015/10/12,TH000048400,"NAKHON SAWAN, TH",6,21,1,10.9,24.4
651,2015/10/13,TH000048400,"NAKHON SAWAN, TH",10,30,2,0,25.1
652,2015/10/14,TH000048400,"NAKHON SAWAN, TH",19,30,7,0.8,26.8
653,2015/10/15,TH000048400,"NAKHON SAWAN, TH",21,34,7,7.234567901,28
654,2015/10/16,TH000048400,"NAKHON SAWAN, TH",27,29,7,7.234567901,28.9
655,2015/10/17,TH000048400,"NAKHON SAWAN, TH",28,37,8,7.234567901,29.4
656,2015/10/18,TH000048400,"NAKHON SAWAN, TH",38,42,15,7.234567901,29.1
657,2015/10/19,TH000048400,"NAKHON SAWAN, TH",54,45,13,7.234567901,29.3
658,2015/10/20,TH000048400,"NAKHON SAWAN, TH",54,33,9,7.234567901,29.6
659,2015/10/21,TH000048400,"NAKHON SAWAN, TH",47,31,10,1.5,27.7
660,2015/10/22,TH000048400,"NAKHON SAWAN, TH",41,33,10,21.1,26.8
661,2015/10/23,TH000048400,"NAKHON SAWAN, TH",48,34,10,0,28.7
662,2015/10/24,TH000048400,"NAKHON SAWAN, TH",52,36,11,0,28.9
663,2015/10/25,TH000048400,"NAKHON SAWAN, TH",55,32,12,7.234567901,27.7
664,2015/10/26,TH000048400,"NAKHON SAWAN, TH",51,36,5,7.234567901,28.2
665,2015/10/27,TH000048400,"NAKHON SAWAN, TH",48,12,5,9.4,27.9
666,2015/10/28,TH000048400,"NAKHON SAWAN, TH",17,25.80661157,8.012112403,7.234567901,28.4
667,2015/10/29,TH000048400,"NAKHON SAWAN, TH",46.40890183,28,8,7.234567901,29.2
668,2015/10/30,TH000048400,"NAKHON SAWAN, TH",28,26,7,11.7,28.8
669,2015/10/31,TH000048400,"NAKHON SAWAN, TH",29,6,7,0.5,28.7
670,2015/11/1,TH000048400,"NAKHON SAWAN, TH",46.40890183,31,12,0,28.6
671,2015/11/2,TH000048400,"NAKHON SAWAN, TH",33,36,9,7.234567901,27.9
672,2015/11/3,TH000048400,"NAKHON SAWAN, TH",31,39,11,7.234567901,28.2
673,2015/11/4,TH000048400,"NAKHON SAWAN, TH",36,6,12,7.234567901,28.8
674,2015/11/5,TH000048400,"NAKHON SAWAN, TH",49,25.80661157,8.012112403,7.234567901,29.3
675,2015/11/6,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,28.9
676,2015/11/7,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,28.1
677,2015/11/8,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,1.5,27.8
678,2015/11/9,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,6.9,29.3
679,2015/11/10,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,4.8,27.9
680,2015/11/11,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,28.6
681,2015/11/12,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,29.2
682,2015/11/13,TH000048400,"NAKHON SAWAN, TH",46.40890183,13,17,0,28.8
683,2015/11/14,TH000048400,"NAKHON SAWAN, TH",45,47,11,7.234567901,28.7
684,2015/11/15,TH000048400,"NAKHON SAWAN, TH",44,36,10,7.234567901,29.9
685,2015/11/16,TH000048400,"NAKHON SAWAN, TH",46,44,14,15.5,28.2
686,2015/11/17,TH000048400,"NAKHON SAWAN, TH",157,47,9,7.234567901,29.7
687,2015/11/18,TH000048400,"NAKHON SAWAN, TH",46.40890183,36,3,2.3,29.5
688,2015/11/19,TH000048400,"NAKHON SAWAN, TH",46.40890183,28,10,7.234567901,28.8
689,2015/11/20,TH000048400,"NAKHON SAWAN, TH",102,32,12,7.234567901,28.7
690,2015/11/21,TH000048400,"NAKHON SAWAN, TH",47,32,7,7.234567901,28.9
691,2015/11/22,TH000048400,"NAKHON SAWAN, TH",38,34,9,7.234567901,28.6
692,2015/11/23,TH000048400,"NAKHON SAWAN, TH",47,32,9,7.234567901,28.3
693,2015/11/24,TH000048400,"NAKHON SAWAN, TH",46,26,15,7.234567901,29
694,2015/11/25,TH000048400,"NAKHON SAWAN, TH",51,31,13,7.234567901,28.9
695,2015/11/26,TH000048400,"NAKHON SAWAN, TH",51,39,12,7.234567901,28.3
696,2015/11/27,TH000048400,"NAKHON SAWAN, TH",40,47,10,7.234567901,27.2
697,2015/11/28,TH000048400,"NAKHON SAWAN, TH",44,37,13,7.234567901,27.4
698,2015/11/29,TH000048400,"NAKHON SAWAN, TH",53,37,12,7.234567901,28.6
699,2015/11/30,TH000048400,"NAKHON SAWAN, TH",52,42,14,7.234567901,28.8
700,2015/12/1,TH000048400,"NAKHON SAWAN, TH",56,54,14,7.234567901,29.4
701,2015/12/2,TH000048400,"NAKHON SAWAN, TH",62,30,8,7.234567901,29.8
702,2015/12/3,TH000048400,"NAKHON SAWAN, TH",42,27,9,7.234567901,28.4
703,2015/12/4,TH000048400,"NAKHON SAWAN, TH",39,29,1,5.1,27.3
704,2015/12/5,TH000048400,"NAKHON SAWAN, TH",31,21,3,0,25.6
705,2015/12/6,TH000048400,"NAKHON SAWAN, TH",35,29,2,0.8,23.7
706,2015/12/7,TH000048400,"NAKHON SAWAN, TH",40,29,9,0,25.4
707,2015/12/8,TH000048400,"NAKHON SAWAN, TH",41,38,13,7.234567901,25.7
708,2015/12/9,TH000048400,"NAKHON SAWAN, TH",60,36,13,7.234567901,26.9
709,2015/12/10,TH000048400,"NAKHON SAWAN, TH",65,33,9,7.234567901,27.4
710,2015/12/11,TH000048400,"NAKHON SAWAN, TH",59,20,9,7.234567901,26.7
711,2015/12/12,TH000048400,"NAKHON SAWAN, TH",60,25.80661157,8.012112403,7.234567901,27.6
712,2015/12/13,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,28.1
713,2015/12/14,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,27.7
714,2015/12/15,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,27.8
715,2015/12/16,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,27.8
716,2015/12/17,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,24.9
717,2015/12/18,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,23.4
718,2015/12/19,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,23.6
719,2015/12/20,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,23.6
720,2015/12/21,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,25.3
721,2015/12/22,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,27
722,2015/12/23,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,27.9
723,2015/12/24,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,28.6
724,2015/12/25,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,29.4
725,2015/12/26,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,11.7,26.8
726,2015/12/27,TH000048400,"NAKHON SAWAN, TH",46.40890183,30,4,7.234567901,27.9
727,2015/12/28,TH000048400,"NAKHON SAWAN, TH",59,38,8,7.234567901,27.6
728,2015/12/29,TH000048400,"NAKHON SAWAN, TH",54,35,14,7.234567901,26.4
729,2015/12/30,TH000048400,"NAKHON SAWAN, TH",53,25.80661157,8.012112403,7.234567901,26.3
730,2015/12/31,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,25.9
731,2016/1/1,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,25.1
732,2016/1/2,TH000048400,"NAKHON SAWAN, TH",46.40890183,48,11,7.234567901,25.1
733,2016/1/3,TH000048400,"NAKHON SAWAN, TH",49,53,15,7.234567901,25.2
734,2016/1/4,TH000048400,"NAKHON SAWAN, TH",58,60,12,7.234567901,26.3
735,2016/1/5,TH000048400,"NAKHON SAWAN, TH",99,25.80661157,8.012112403,7.234567901,25.4
736,2016/1/6,TH000048400,"NAKHON SAWAN, TH",46.40890183,33,27,7.234567901,25.2
737,2016/1/7,TH000048400,"NAKHON SAWAN, TH",82,57,27,7.234567901,24.3
738,2016/1/8,TH000048400,"NAKHON SAWAN, TH",87,41,21,7.234567901,27.5
739,2016/1/9,TH000048400,"NAKHON SAWAN, TH",73,36,14,7.234567901,27.5
740,2016/1/10,TH000048400,"NAKHON SAWAN, TH",51,39,21,7.234567901,26
741,2016/1/11,TH000048400,"NAKHON SAWAN, TH",64,62,25,7.234567901,24.6
742,2016/1/12,TH000048400,"NAKHON SAWAN, TH",84,61,28,7.234567901,25.3
743,2016/1/13,TH000048400,"NAKHON SAWAN, TH",88,34,19,7.234567901,26.9
744,2016/1/14,TH000048400,"NAKHON SAWAN, TH",64,35,14,7.234567901,29.6
745,2016/1/15,TH000048400,"NAKHON SAWAN, TH",48,40,10,1,29.1
746,2016/1/16,TH000048400,"NAKHON SAWAN, TH",37,48,12,7.234567901,29.3
747,2016/1/17,TH000048400,"NAKHON SAWAN, TH",53,58,20,7.234567901,27.1
748,2016/1/18,TH000048400,"NAKHON SAWAN, TH",73,43,20,7.234567901,26.4
749,2016/1/19,TH000048400,"NAKHON SAWAN, TH",66,28,13,7.234567901,29.4
750,2016/1/20,TH000048400,"NAKHON SAWAN, TH",40,37,10,7.234567901,30.4
751,2016/1/21,TH000048400,"NAKHON SAWAN, TH",45,43,17,7.234567901,30.4
752,2016/1/22,TH000048400,"NAKHON SAWAN, TH",56,53,18,7.234567901,29.6
753,2016/1/23,TH000048400,"NAKHON SAWAN, TH",62,32,6,7.234567901,30.7
754,2016/1/24,TH000048400,"NAKHON SAWAN, TH",678,23,10,7.234567901,21.1
755,2016/1/25,TH000048400,"NAKHON SAWAN, TH",46.40890183,22,5,5.6,16
756,2016/1/26,TH000048400,"NAKHON SAWAN, TH",22,41,5,0.3,15.7
757,2016/1/27,TH000048400,"NAKHON SAWAN, TH",18,40,15,7.234567901,18.6
758,2016/1/28,TH000048400,"NAKHON SAWAN, TH",36,79,23,7.234567901,20.8
759,2016/1/29,TH000048400,"NAKHON SAWAN, TH",69,71,21,7.234567901,25.9
760,2016/1/30,TH000048400,"NAKHON SAWAN, TH",70,64,18,7.234567901,28.7
761,2016/1/31,TH000048400,"NAKHON SAWAN, TH",51,66,22,7.234567901,28.9
762,2016/2/1,TH000048400,"NAKHON SAWAN, TH",59,58,20,7.234567901,26.8
763,2016/2/2,TH000048400,"NAKHON SAWAN, TH",64,60,16,7.234567901,27.6
764,2016/2/3,TH000048400,"NAKHON SAWAN, TH",52,75,25,7.234567901,26.2
765,2016/2/4,TH000048400,"NAKHON SAWAN, TH",66,65,27,7.234567901,27.2
766,2016/2/5,TH000048400,"NAKHON SAWAN, TH",80,61,12,7.234567901,27.4
767,2016/2/6,TH000048400,"NAKHON SAWAN, TH",61,65,10,7.234567901,24.8
768,2016/2/7,TH000048400,"NAKHON SAWAN, TH",64,74,19,7.234567901,21.3
769,2016/2/8,TH000048400,"NAKHON SAWAN, TH",70,93,27,7.234567901,19.5
770,2016/2/9,TH000048400,"NAKHON SAWAN, TH",92,99,34,7.234567901,20.6
771,2016/2/10,TH000048400,"NAKHON SAWAN, TH",137,91,33,7.234567901,23
772,2016/2/11,TH000048400,"NAKHON SAWAN, TH",102,68,25,7.234567901,25.9
773,2016/2/12,TH000048400,"NAKHON SAWAN, TH",86,75,31,7.234567901,27.3
774,2016/2/13,TH000048400,"NAKHON SAWAN, TH",85,59,27,7.234567901,28.2
775,2016/2/14,TH000048400,"NAKHON SAWAN, TH",70,72,24,7.234567901,29.1
776,2016/2/15,TH000048400,"NAKHON SAWAN, TH",70,71,21,7.234567901,29.2
777,2016/2/16,TH000048400,"NAKHON SAWAN, TH",76,81,17,7.234567901,29.9
778,2016/2/17,TH000048400,"NAKHON SAWAN, TH",68,97,19,7.234567901,29.2
779,2016/2/18,TH000048400,"NAKHON SAWAN, TH",77,88,18,7.234567901,30.4
780,2016/2/19,TH000048400,"NAKHON SAWAN, TH",80,82,9,7.234567901,30.9
781,2016/2/20,TH000048400,"NAKHON SAWAN, TH",65,88,9,7.234567901,30.8
782,2016/2/21,TH000048400,"NAKHON SAWAN, TH",99,64,18,7.234567901,29.5
783,2016/2/22,TH000048400,"NAKHON SAWAN, TH",51,64,17,7.234567901,30.7
784,2016/2/23,TH000048400,"NAKHON SAWAN, TH",64,65,10,7.234567901,30.9
785,2016/2/24,TH000048400,"NAKHON SAWAN, TH",70,47,13,7.234567901,30.7
786,2016/2/25,TH000048400,"NAKHON SAWAN, TH",56,56,8,7.234567901,26.7
787,2016/2/26,TH000048400,"NAKHON SAWAN, TH",54,73,12,7.234567901,27
788,2016/2/27,TH000048400,"NAKHON SAWAN, TH",54,86,15,7.234567901,26.3
789,2016/2/28,TH000048400,"NAKHON SAWAN, TH",63,67,15,7.234567901,27.8
790,2016/2/29,TH000048400,"NAKHON SAWAN, TH",66,78,20,7.234567901,27.8
791,2016/3/1,TH000048400,"NAKHON SAWAN, TH",68,90,27,7.234567901,26.3
792,2016/3/2,TH000048400,"NAKHON SAWAN, TH",92,98,29,7.234567901,26.7
793,2016/3/3,TH000048400,"NAKHON SAWAN, TH",110,102,27,7.234567901,28.7
794,2016/3/4,TH000048400,"NAKHON SAWAN, TH",89,89,13,7.234567901,31.1
795,2016/3/5,TH000048400,"NAKHON SAWAN, TH",199,77,9,7.234567901,31.4
796,2016/3/6,TH000048400,"NAKHON SAWAN, TH",56,78,14,7.234567901,31.8
797,2016/3/7,TH000048400,"NAKHON SAWAN, TH",62,77,8,7.234567901,31.9
798,2016/3/8,TH000048400,"NAKHON SAWAN, TH",61,81,14,7.234567901,32.3
799,2016/3/9,TH000048400,"NAKHON SAWAN, TH",65,88,11,7.234567901,32.3
800,2016/3/10,TH000048400,"NAKHON SAWAN, TH",70,96,5,7.234567901,33.1
801,2016/3/11,TH000048400,"NAKHON SAWAN, TH",56,69,3,7.234567901,32.1
802,2016/3/12,TH000048400,"NAKHON SAWAN, TH",53,80,9,7.234567901,31.1
803,2016/3/13,TH000048400,"NAKHON SAWAN, TH",50,84,8,7.234567901,32.1
804,2016/3/14,TH000048400,"NAKHON SAWAN, TH",51,83,6,7.234567901,32.2
805,2016/3/15,TH000048400,"NAKHON SAWAN, TH",55,86,10,7.234567901,32.4
806,2016/3/16,TH000048400,"NAKHON SAWAN, TH",54,78,16,7.234567901,32.3
807,2016/3/17,TH000048400,"NAKHON SAWAN, TH",63,88,13,7.234567901,33.1
808,2016/3/18,TH000048400,"NAKHON SAWAN, TH",63,81,12,7.234567901,32.9
809,2016/3/19,TH000048400,"NAKHON SAWAN, TH",56,93,10,7.234567901,33.2
810,2016/3/20,TH000048400,"NAKHON SAWAN, TH",66,85,12,7.234567901,32.4
811,2016/3/21,TH000048400,"NAKHON SAWAN, TH",60,63,11,7.234567901,32.5
812,2016/3/22,TH000048400,"NAKHON SAWAN, TH",97,58,19,7.234567901,33.1
813,2016/3/23,TH000048400,"NAKHON SAWAN, TH",78,71,18,7.234567901,33.8
814,2016/3/24,TH000048400,"NAKHON SAWAN, TH",77,66,10,7.234567901,33
815,2016/3/25,TH000048400,"NAKHON SAWAN, TH",85,51,9,7.234567901,31.4
816,2016/3/26,TH000048400,"NAKHON SAWAN, TH",61,61,8.012112403,7.234567901,30.6
817,2016/3/27,TH000048400,"NAKHON SAWAN, TH",59,41,21,0,32.1
818,2016/3/28,TH000048400,"NAKHON SAWAN, TH",62,68,16,7.234567901,28.3
819,2016/3/29,TH000048400,"NAKHON SAWAN, TH",65,65,16,7.234567901,31
820,2016/3/30,TH000048400,"NAKHON SAWAN, TH",56,51,14,7.234567901,31.4
821,2016/3/31,TH000048400,"NAKHON SAWAN, TH",63,49,14,7.234567901,30.4
822,2016/4/1,TH000048400,"NAKHON SAWAN, TH",44,67,13,7.234567901,31.2
823,2016/4/2,TH000048400,"NAKHON SAWAN, TH",50,52,10,7.234567901,31.6
824,2016/4/3,TH000048400,"NAKHON SAWAN, TH",49,57,8,7.234567901,33.3
825,2016/4/4,TH000048400,"NAKHON SAWAN, TH",50,59,11,7.234567901,33.4
826,2016/4/5,TH000048400,"NAKHON SAWAN, TH",48,75,14,7.234567901,33.8
827,2016/4/6,TH000048400,"NAKHON SAWAN, TH",56,54,15,7.234567901,34
828,2016/4/7,TH000048400,"NAKHON SAWAN, TH",59,59,8,7.234567901,33.7
829,2016/4/8,TH000048400,"NAKHON SAWAN, TH",49,64,8,7.234567901,33.6
830,2016/4/9,TH000048400,"NAKHON SAWAN, TH",50,68,12,7.234567901,33.8
831,2016/4/10,TH000048400,"NAKHON SAWAN, TH",54,68,14,7.234567901,34.2
832,2016/4/11,TH000048400,"NAKHON SAWAN, TH",58,65,13,7.234567901,34.9
833,2016/4/12,TH000048400,"NAKHON SAWAN, TH",63,67,11,7.234567901,35.2
834,2016/4/13,TH000048400,"NAKHON SAWAN, TH",67,61,10,7.234567901,35.3
835,2016/4/14,TH000048400,"NAKHON SAWAN, TH",64,57,8,7.234567901,35.3
836,2016/4/15,TH000048400,"NAKHON SAWAN, TH",59,25,2,7.234567901,35.3
837,2016/4/16,TH000048400,"NAKHON SAWAN, TH",56,62,13,7.234567901,35.1
838,2016/4/17,TH000048400,"NAKHON SAWAN, TH",52,65,9,7.234567901,35
839,2016/4/18,TH000048400,"NAKHON SAWAN, TH",52,53,10,7.234567901,35.2
840,2016/4/19,TH000048400,"NAKHON SAWAN, TH",45,54,11,7.234567901,34.7
841,2016/4/20,TH000048400,"NAKHON SAWAN, TH",47,62,10,7.234567901,35.2
842,2016/4/21,TH000048400,"NAKHON SAWAN, TH",84,40,8,7.234567901,34.6
843,2016/4/22,TH000048400,"NAKHON SAWAN, TH",44,43,9,7.234567901,35.3
844,2016/4/23,TH000048400,"NAKHON SAWAN, TH",55,45,7,7.234567901,34.8
845,2016/4/24,TH000048400,"NAKHON SAWAN, TH",52,59,11,7.234567901,35
846,2016/4/25,TH000048400,"NAKHON SAWAN, TH",53,66,12,7.234567901,35.2
847,2016/4/26,TH000048400,"NAKHON SAWAN, TH",58,67,13,7.234567901,35.5
848,2016/4/27,TH000048400,"NAKHON SAWAN, TH",59,27,5,7.234567901,35.6
849,2016/4/28,TH000048400,"NAKHON SAWAN, TH",90,60,18,7.234567901,34.3
850,2016/4/29,TH000048400,"NAKHON SAWAN, TH",53,40,10,7.234567901,35.1
851,2016/4/30,TH000048400,"NAKHON SAWAN, TH",34,86,12,1.5,27.6
852,2016/5/1,TH000048400,"NAKHON SAWAN, TH",44,65,8,7.234567901,32.3
853,2016/5/2,TH000048400,"NAKHON SAWAN, TH",43,61,7,7.234567901,34.4
854,2016/5/3,TH000048400,"NAKHON SAWAN, TH",42,51,6,7.234567901,34.4
855,2016/5/4,TH000048400,"NAKHON SAWAN, TH",40,68,11,7.234567901,33.4
856,2016/5/5,TH000048400,"NAKHON SAWAN, TH",46,69,14,7.234567901,35.3
857,2016/5/6,TH000048400,"NAKHON SAWAN, TH",48,29,6,7.234567901,36
858,2016/5/7,TH000048400,"NAKHON SAWAN, TH",45,25,18,7.234567901,35.8
859,2016/5/8,TH000048400,"NAKHON SAWAN, TH",45,24,10,7.234567901,35.6
860,2016/5/9,TH000048400,"NAKHON SAWAN, TH",46,26,14,7.234567901,35.6
861,2016/5/10,TH000048400,"NAKHON SAWAN, TH",45,35,12,7.234567901,35.6
862,2016/5/11,TH000048400,"NAKHON SAWAN, TH",43,41,8,7.234567901,35.8
863,2016/5/12,TH000048400,"NAKHON SAWAN, TH",52,26,10,7.234567901,36
864,2016/5/13,TH000048400,"NAKHON SAWAN, TH",47,24,15,31.5,32.2
865,2016/5/14,TH000048400,"NAKHON SAWAN, TH",24,27,13,1.5,31.4
866,2016/5/15,TH000048400,"NAKHON SAWAN, TH",31,20,10,33.8,31.6
867,2016/5/16,TH000048400,"NAKHON SAWAN, TH",36,27,14,2.8,29.7
868,2016/5/17,TH000048400,"NAKHON SAWAN, TH",30,22,16,0,32.2
869,2016/5/18,TH000048400,"NAKHON SAWAN, TH",43,14,13,7.234567901,33.4
870,2016/5/19,TH000048400,"NAKHON SAWAN, TH",30,20,7,29.7,29.1
871,2016/5/20,TH000048400,"NAKHON SAWAN, TH",45,15,6,4.1,31.7
872,2016/5/21,TH000048400,"NAKHON SAWAN, TH",15,16,6,0,32.7
873,2016/5/22,TH000048400,"NAKHON SAWAN, TH",15,15,11,7.234567901,31.1
874,2016/5/23,TH000048400,"NAKHON SAWAN, TH",22,23,8,7.234567901,31.6
875,2016/5/24,TH000048400,"NAKHON SAWAN, TH",30,12,8,23.9,29.9
876,2016/5/25,TH000048400,"NAKHON SAWAN, TH",27,14,12,0.3,30.5
877,2016/5/26,TH000048400,"NAKHON SAWAN, TH",33,13,8,7.234567901,32.4
878,2016/5/27,TH000048400,"NAKHON SAWAN, TH",40,15,4,1.5,31.9
879,2016/5/28,TH000048400,"NAKHON SAWAN, TH",33,12,4,9.9,31.5
880,2016/5/29,TH000048400,"NAKHON SAWAN, TH",35,13,7,0,30.8
881,2016/5/30,TH000048400,"NAKHON SAWAN, TH",34,11,11,16.5,28.6
882,2016/5/31,TH000048400,"NAKHON SAWAN, TH",29,11,9,0.3,30
883,2016/6/1,TH000048400,"NAKHON SAWAN, TH",30,28,10,7.234567901,29.8
884,2016/6/2,TH000048400,"NAKHON SAWAN, TH",25,45,4,7.234567901,31.5
885,2016/6/3,TH000048400,"NAKHON SAWAN, TH",24,39,3,0.5,31.2
886,2016/6/4,TH000048400,"NAKHON SAWAN, TH",19,41,7,7.234567901,30.9
887,2016/6/5,TH000048400,"NAKHON SAWAN, TH",17,35,6,7.234567901,30.7
888,2016/6/6,TH000048400,"NAKHON SAWAN, TH",15,44,4,2.8,30.1
889,2016/6/7,TH000048400,"NAKHON SAWAN, TH",24,26,5,0,31
890,2016/6/8,TH000048400,"NAKHON SAWAN, TH",18,27,5,0,30.6
891,2016/6/9,TH000048400,"NAKHON SAWAN, TH",15,25,6,7.234567901,30.4
892,2016/6/10,TH000048400,"NAKHON SAWAN, TH",19,26,5,0,31.5
893,2016/6/11,TH000048400,"NAKHON SAWAN, TH",18,32,5,0,30.3
894,2016/6/12,TH000048400,"NAKHON SAWAN, TH",13,30,5,7.234567901,30.5
895,2016/6/13,TH000048400,"NAKHON SAWAN, TH",15,28,6,7.234567901,32.2
896,2016/6/14,TH000048400,"NAKHON SAWAN, TH",17,30,7,7.234567901,31.7
897,2016/6/15,TH000048400,"NAKHON SAWAN, TH",16,34,7,11.7,30.7
898,2016/6/16,TH000048400,"NAKHON SAWAN, TH",22,42,7,7.234567901,30.4
899,2016/6/17,TH000048400,"NAKHON SAWAN, TH",22,39,7,0.8,29.8
900,2016/6/18,TH000048400,"NAKHON SAWAN, TH",18,49,11,17.8,28.4
901,2016/6/19,TH000048400,"NAKHON SAWAN, TH",35,55,12,3.8,30.3
902,2016/6/20,TH000048400,"NAKHON SAWAN, TH",34,31,14,7.234567901,30.2
903,2016/6/21,TH000048400,"NAKHON SAWAN, TH",25,47,13,18.8,26.3
904,2016/6/22,TH000048400,"NAKHON SAWAN, TH",33,38,8,7.234567901,29.4
905,2016/6/23,TH000048400,"NAKHON SAWAN, TH",26,30,7,30.7,29.3
906,2016/6/24,TH000048400,"NAKHON SAWAN, TH",25,29,6,0.3,28.4
907,2016/6/25,TH000048400,"NAKHON SAWAN, TH",18,32,3,0,29.8
908,2016/6/26,TH000048400,"NAKHON SAWAN, TH",15,28,4,18,28.5
909,2016/6/27,TH000048400,"NAKHON SAWAN, TH",20,28,6,1,28.6
910,2016/6/28,TH000048400,"NAKHON SAWAN, TH",21,33,5,0,30.2
911,2016/6/29,TH000048400,"NAKHON SAWAN, TH",18,33,5,7.234567901,28.6
912,2016/6/30,TH000048400,"NAKHON SAWAN, TH",16,32,7,0.5,29.3
913,2016/7/1,TH000048400,"NAKHON SAWAN, TH",19,28,5,0.5,29.4
914,2016/7/2,TH000048400,"NAKHON SAWAN, TH",18,29,5,22.6,27.6
915,2016/7/3,TH000048400,"NAKHON SAWAN, TH",18,31,5,8.4,29.8
916,2016/7/4,NA,NA,29,32,7,7.234567901,28.95155206
917,2016/7/5,NA,NA,64,15,8,7.234567901,28.95155206
918,2016/7/6,NA,NA,16,24,3,7.234567901,28.95155206
919,2016/7/7,TH000048400,"NAKHON SAWAN, TH",23,24,3,20.3,27.3
920,2016/7/8,TH000048400,"NAKHON SAWAN, TH",22,26,3,3,28.1
921,2016/7/9,TH000048400,"NAKHON SAWAN, TH",23,26,1,7.234567901,29.6
922,2016/7/10,TH000048400,"NAKHON SAWAN, TH",23,29,4,7.234567901,29.1
923,2016/7/11,NA,NA,25,24,5,7.234567901,28.95155206
924,2016/7/12,NA,NA,32,31,5,7.234567901,28.95155206
925,2016/7/13,NA,NA,28,29,5,7.234567901,28.95155206
926,2016/7/14,NA,NA,27,36,8,7.234567901,28.95155206
927,2016/7/15,NA,NA,28,32,2,7.234567901,28.95155206
928,2016/7/16,NA,NA,21,38,3,7.234567901,28.95155206
929,2016/7/17,TH000048400,"NAKHON SAWAN, TH",19,44,4,7.234567901,29.2
930,2016/7/18,TH000048400,"NAKHON SAWAN, TH",24,33,4,5.1,29.3
931,2016/7/19,TH000048400,"NAKHON SAWAN, TH",18,31,3,5.1,29.4
932,2016/7/20,TH000048400,"NAKHON SAWAN, TH",14,30,6,2,28.4
933,2016/7/21,TH000048400,"NAKHON SAWAN, TH",20,42,9,0,28.1
934,2016/7/22,TH000048400,"NAKHON SAWAN, TH",26,37,9,2,29.1
935,2016/7/23,TH000048400,"NAKHON SAWAN, TH",27,43,6,7.234567901,29.1
